"Original.code";"Original.title";"Action";"Text.change";"Current.code";"Current.title"
"950";28.0401;"Navy/Marine Corps JROTC/ROTC.";"No substantive changes";"No";28.0401;"Navy/Marine Corps JROTC/ROTC. "
"951";NA;"";"New";"No";28.0499;"Navy/Marine Corps ROTC, Naval Science and Operations, Other. "
"952";NA;"";"New";"No";28.05;"Military Science and Operational Studies. "
"953";NA;"";"New";"No";28.0501;"Air Science/Airpower Studies. "
"954";NA;"";"New";"No";28.0502;"Air and Space Operational Art and Science. "
"955";NA;"";"New";"No";28.0503;"Military Operational Art and Science/Studies. "
"956";NA;"";"New";"No";28.0504;"Advanced Military and Operational Studies. "
"957";NA;"";"New";"No";28.0505;"Naval Science and Operational Studies. "
"958";NA;"";"New";"No";28.0506;"Special, Irregular and Counterterrorist Operations. "
"959";NA;"";"New";"No";28.0599;"Military Science and Operational Studies, Other. "
"960";NA;"";"New";"No";28.06;"Security Policy and Strategy. "
"961";NA;"";"New";"No";28.0601;"Strategic Studies, General. "
"962";NA;"";"New";"No";28.0602;"Military and Strategic Leadership. "
"963";NA;"";"New";"No";28.0603;"Military and International Operational Law. "
"964";NA;"";"New";"No";28.0604;"Joint Operations Planning and Strategy. "
"965";NA;"";"New";"No";28.0605;"Weapons of Mass Destruction. "
"966";NA;"";"New";"No";28.0699;"National Security Policy and Strategy, Other. "
"967";NA;"";"New";"No";28.07;"Military Economics and Management. "
"968";NA;"";"New";"No";28.0701;"National Resource Strategy and Policy. "
"969";NA;"";"New";"No";28.0702;"Industry Studies. "
"970";NA;"";"New";"No";28.0703;"Military Installation Management. "
"971";NA;"";"New";"No";28.0799;"Military Economics and Management, Other. "
"972";NA;"";"New";"No";28.99;"Military Science, Leadership and Operational Art, Other. "
"973";NA;"";"New";"No";28.9999;"Military Science, Leadership and Operational Art, Other. "
"974";29;"MILITARY TECHNOLOGIES.";"No substantive changes";"Yes";29;"MILITARY TECHNOLOGIES AND APPLIED SCIENCES. "
"975";29.01;"Military Technologies.";"Deleted";"No";29.01;"Deleted "
"976";29.0101;"Military Technologies.";"Deleted";"No";29.0101;"Deleted, report under 29.02, 29.03, 29.04 "
"977";NA;"";"New";"No";29.02;"Intelligence, Command Control and Information Operations. "
"978";NA;"";"New";"No";29.0201;"Intelligence, General. "
"979";NA;"";"New";"No";29.0202;"Strategic Intelligence. "
"980";NA;"";"New";"No";29.0203;"Signal/Geospatial Intelligence. "
"981";NA;"";"New";"No";29.0204;"Command &amp; Control (C3, C4I) Systems and Operations. "
"982";NA;"";"New";"No";29.0205;"Information Operations/Joint Information Operations. "
"983";NA;"";"New";"No";29.0206;"Information/Psychological Warfare and Military Media Relations. "
"984";NA;"";"New";"No";29.0207;"Cyber/Electronic Operations and Warfare. "
"985";NA;"";"New";"No";29.0299;"Intelligence, Command Control and Information Operations, Other. "
"986";NA;"";"New";"No";29.03;"Military Applied Sciences. "
"987";NA;"";"New";"No";29.0301;"Combat Systems Engineering. "
"988";NA;"";"New";"No";29.0302;"Directed Energy Systems. "
"989";NA;"";"New";"No";29.0303;"Engineering Acoustics. "
"990";NA;"";"New";"No";29.0304;"Low-Observables and Stealth Technology. "
"991";NA;"";"New";"No";29.0305;"Space Systems Operations. "
"992";NA;"";"New";"No";29.0306;"Operational Oceanography. "
"993";NA;"";"New";"No";29.0307;"Undersea Warfare. "
"994";NA;"";"New";"No";29.0399;"Military Applied Sciences, Other. "
"995";NA;"";"New";"No";29.04;"Military Systems and Maintenance Technology. "
"996";NA;"";"New";"No";29.0401;"Aerospace Ground Equipment Technology. "
"997";NA;"";"New";"No";29.0402;"Air and Space Operations Technology. "
"998";NA;"";"New";"No";29.0403;"Aircraft Armament Systems Technology. "
"999";NA;"";"New";"No";29.0404;"Explosive Ordinance/Bomb Disposal. "
"1000";NA;"";"New";"No";29.0405;"Joint Command/Task Force (C3, C4I) Systems. "
"1001";NA;"";"New";"No";29.0406;"Military Information Systems Technology. "
"1002";NA;"";"New";"No";29.0407;"Missile and Space Systems Technology. "
"1003";NA;"";"New";"No";29.0408;"Munitions Systems/Ordinance Technology. "
"1004";NA;"";"New";"No";29.0409;"Radar Communications and Systems Technology. "
"1005";NA;"";"New";"No";29.0499;"Military Systems and Maintenance Technology, Other. "
"1006";NA;"";"New";"No";29.99;"Military Technologies and Applied Sciences, Other. "
"1007";NA;"";"New";"No";29.9999;"Military Technologies and Applied Sciences, Other. "
"1008";30;"MULTI/INTERDISCIPLINARY STUDIES.";"No substantive changes";"No";30;"MULTI/INTERDISCIPLINARY STUDIES. "
"1009";NA;"";"New";"No";30;"Multi-/Interdisciplinary Studies, General. "
"1010";NA;"";"New";"No";30;"Multi-/Interdisciplinary Studies, General. "
"1011";30.01;"Biological and Physical Sciences.";"No substantive changes";"No";30.01;"Biological and Physical Sciences. "
"1012";30.0101;"Biological and Physical Sciences.";"No substantive changes";"No";30.0101;"Biological and Physical Sciences. "
"1013";30.05;"Peace Studies and Conflict Resolution.";"No substantive changes";"No";30.05;"Peace Studies and Conflict Resolution. "
"1014";30.0501;"Peace Studies and Conflict Resolution.";"No substantive changes";"No";30.0501;"Peace Studies and Conflict Resolution. "
"1015";30.06;"Systems Science and Theory.";"No substantive changes";"No";30.06;"Systems Science and Theory. "
"1016";30.0601;"Systems Science and Theory.";"No substantive changes";"No";30.0601;"Systems Science and Theory. "
"1017";30.08;"Mathematics and Computer Science.";"No substantive changes";"No";30.08;"Mathematics and Computer Science. "
"1018";30.0801;"Mathematics and Computer Science.";"No substantive changes";"No";30.0801;"Mathematics and Computer Science. "
"1019";30.1;"Biopsychology.";"No substantive changes";"No";30.1;"Biopsychology. "
"1020";30.1001;"Biopsychology.";"No substantive changes";"No";30.1001;"Biopsychology. "
"1021";30.11;"Gerontology.";"No substantive changes";"No";30.11;"Gerontology. "
"1022";30.1101;"Gerontology.";"No substantive changes";"No";30.1101;"Gerontology. "
"1023";30.12;"Historic Preservation and Conservation.";"No substantive changes";"No";30.12;"Historic Preservation and Conservation. "
"1024";30.1201;"Historic Preservation and Conservation.";"No substantive changes";"No";30.1201;"Historic Preservation and Conservation. "
"1025";30.1202;"Cultural Resource Management and Policy Analysis.";"No substantive changes";"No";30.1202;"Cultural Resource Management and Policy Analysis. "
"1026";30.1299;"Historic Preservation and Conservation, Other.";"No substantive changes";"No";30.1299;"Historic Preservation and Conservation, Other. "
"1027";30.13;"Medieval and Renaissance Studies.";"No substantive changes";"No";30.13;"Medieval and Renaissance Studies. "
"1028";30.1301;"Medieval and Renaissance Studies.";"No substantive changes";"Yes";30.1301;"Medieval and Renaissance Studies. "
"1029";30.14;"Museology/Museum Studies.";"No substantive changes";"No";30.14;"Museology/Museum Studies. "
"1030";30.1401;"Museology/Museum Studies.";"No substantive changes";"No";30.1401;"Museology/Museum Studies. "
"1031";30.15;"Science, Technology and Society.";"No substantive changes";"No";30.15;"Science, Technology and Society. "
"1032";30.1501;"Science, Technology and Society.";"No substantive changes";"No";30.1501;"Science, Technology and Society. "
"1033";30.16;"Accounting and Computer Science.";"No substantive changes";"No";30.16;"Accounting and Computer Science. "
"1034";30.1601;"Accounting and Computer Science.";"No substantive changes";"No";30.1601;"Accounting and Computer Science. "
"1035";30.17;"Behavioral Sciences.";"No substantive changes";"No";30.17;"Behavioral Sciences. "
"1036";30.1701;"Behavioral Sciences.";"No substantive changes";"No";30.1701;"Behavioral Sciences. "
"1037";30.18;"Natural Sciences.";"No substantive changes";"No";30.18;"Natural Sciences. "
"1038";30.1801;"Natural Sciences.";"No substantive changes";"No";30.1801;"Natural Sciences. "
"1039";30.19;"Nutrition Sciences.";"No substantive changes";"No";30.19;"Nutrition Sciences. "
"1040";30.1901;"Nutrition Sciences.";"No substantive changes";"No";30.1901;"Nutrition Sciences. "
"1041";30.2;"International/Global Studies.";"No substantive changes";"No";30.2;"International/Global Studies. "
"1042";30.2001;"International/Global Studies.";"No substantive changes";"No";30.2001;"International/Global Studies. "
"1043";30.21;"Holocaust and Related Studies.";"No substantive changes";"No";30.21;"Holocaust and Related Studies. "
"1044";30.2101;"Holocaust and Related Studies.";"No substantive changes";"No";30.2101;"Holocaust and Related Studies. "
"1045";30.22;"Classical and Ancient Studies.";"No substantive changes";"No";30.22;"Classical and Ancient Studies. "
"1046";30.2201;"Ancient Studies/Civilization.";"No substantive changes";"No";30.2201;"Ancient Studies/Civilization. "
"1047";30.2202;"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology.";"No substantive changes";"No";30.2202;"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology. "
"1048";30.23;"Intercultural/Multicultural and Diversity Studies.";"No substantive changes";"No";30.23;"Intercultural/Multicultural and Diversity Studies. "
"1049";30.2301;"Intercultural/Multicultural and Diversity Studies.";"No substantive changes";"No";30.2301;"Intercultural/Multicultural and Diversity Studies. "
"1050";30.24;"Neuroscience.";"Deleted";"No";30.24;"Deleted "
"1051";30.2401;"Neuroscience.";"Moved to";"No";26.1501;"Neuroscience. "
"1052";30.25;"Cognitive Science.";"No substantive changes";"No";30.25;"Cognitive Science. "
"1053";30.2501;"Cognitive Science.";"No substantive changes";"No";30.2501;"Cognitive Science. "
"1054";NA;"";"New";"No";30.26;"Cultural Studies/Critical Theory and Analysis. "
"1055";NA;"";"New";"No";30.2601;"Cultural Studies/Critical Theory and Analysis. "
"1056";NA;"";"New";"No";30.27;"Human Biology. "
"1057";NA;"";"New";"No";30.2701;"Human Biology. "
"1058";NA;"";"New";"No";30.28;"Dispute Resolution. "
"1059";NA;"";"New";"No";30.2801;"Dispute Resolution. "
"1060";NA;"";"New";"No";30.29;"Maritime Studies. "
"1061";NA;"";"New";"No";30.2901;"Maritime Studies. "
"1062";NA;"";"New";"No";30.3;"Computational Science. "
"1063";NA;"";"New";"No";30.3001;"Computational Science. "
"1064";NA;"";"New";"No";30.31;"Human Computer Interaction. "
"1065";NA;"";"New";"No";30.3101;"Human Computer Interaction. "
"1066";NA;"";"New";"No";30.32;"Marine Sciences. "
"1067";NA;"";"New";"No";30.3201;"Marine Sciences. "
"1068";NA;"";"New";"No";30.33;"Sustainability Studies. "
"1069";NA;"";"New";"No";30.3301;"Sustainability Studies. "
"1070";30.99;"Multi/Interdisciplinary Studies, Other.";"No substantive changes";"No";30.99;"Multi/Interdisciplinary Studies, Other. "
"1071";30.9999;"Multi-/Interdisciplinary Studies, Other.";"No substantive changes";"No";30.9999;"Multi-/Interdisciplinary Studies, Other. "
"1072";31;"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.";"No substantive changes";"No";31;"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES. "
"1073";31.01;"Parks, Recreation and Leisure Studies.";"No substantive changes";"No";31.01;"Parks, Recreation and Leisure Studies. "
"1074";31.0101;"Parks, Recreation and Leisure Studies.";"No substantive changes";"No";31.0101;"Parks, Recreation and Leisure Studies. "
"1075";31.03;"Parks, Recreation and Leisure Facilities Management.";"No substantive changes";"No";31.03;"Parks, Recreation and Leisure Facilities Management. "
"1076";31.0301;"Parks, Recreation and Leisure Facilities Management.";"No substantive changes";"No";31.0301;"Parks, Recreation and Leisure Facilities Management, General. "
"1077";NA;"";"New";"No";31.0302;"Golf Course Operation and Grounds Management. "
"1078";NA;"";"New";"No";31.0399;"Parks, Recreation and Leisure Facilities Management, Other. "
"1079";31.05;"Health and Physical Education/Fitness.";"No substantive changes";"No";31.05;"Health and Physical Education/Fitness. "
"1080";31.0501;"Health and Physical Education, General.";"No substantive changes";"No";31.0501;"Health and Physical Education/Fitness, General. "
"1081";31.0504;"Sport and Fitness Administration/Management.";"No substantive changes";"No";31.0504;"Sport and Fitness Administration/Management. "
"1082";31.0505;"Kinesiology and Exercise Science.";"No substantive changes";"No";31.0505;"Kinesiology and Exercise Science. "
"1083";NA;"";"New";"No";31.0507;"Physical Fitness Technician. "
"1084";NA;"";"New";"No";31.0508;"Sports Studies. "
"1085";31.0599;"Health and Physical Education/Fitness, Other.";"No substantive changes";"No";31.0599;"Health and Physical Education/Fitness, Other. "
"1086";NA;"";"New";"No";31.06;"Outdoor Education. "
"1087";NA;"";"New";"No";31.0601;"Outdoor Education. "
"1088";31.99;"Parks, Recreation, Leisure, and Fitness Studies, Other.";"No substantive changes";"No";31.99;"Parks, Recreation, Leisure, and Fitness Studies, Other. "
"1089";31.9999;"Parks, Recreation, Leisure, and Fitness Studies, Other.";"No substantive changes";"No";31.9999;"Parks, Recreation, Leisure, and Fitness Studies, Other. "
"1090";32;"BASIC SKILLS.";"No substantive changes";"Yes";32;"BASIC SKILLS AND DEVELOPMENTAL/REMEDIAL EDUCATION. "
"1091";32.01;"Basic Skills.";"No substantive changes";"Yes";32.01;"Basic Skills and Developmental/Remedial Education. "
"1092";32.0101;"Basic Skills, General.";"No substantive changes";"Yes";32.0101;"Basic Skills and Developmental/Remedial Education, General. "
"1093";32.0104;"Numeracy and Computational Skills.";"No substantive changes";"Yes";32.0104;"Developmental/Remedial Mathematics. "
"1094";32.0105;"Job-Seeking/Changing Skills.";"No substantive changes";"No";32.0105;"Job-Seeking/Changing Skills. "
"1095";32.0107;"Career Exploration/Awareness Skills.";"No substantive changes";"No";32.0107;"Career Exploration/Awareness Skills. "
"1096";32.0108;"Literacy and Communication Skills.";"No substantive changes";"Yes";32.0108;"Developmental/Remedial English. "
"1097";32.0109;"Second Language Learning.";"No substantive changes";"No";32.0109;"Second Language Learning. "
"1098";NA;"";"New";"No";32.011;"Basic Computer Skills. "
"1099";NA;"";"New";"No";32.0111;"Workforce Development and Training. "
"1100";32.0199;"Basic Skills, Other.";"No substantive changes";"Yes";32.0199;"Basic Skills and Developmental/Remedial Education, Other. "
"1101";33;"CITIZENSHIP ACTIVITIES.";"No substantive changes";"No";33;"CITIZENSHIP ACTIVITIES. "
"1102";33.01;"Citizenship Activities.";"No substantive changes";"No";33.01;"Citizenship Activities. "
"1103";33.0101;"Citizenship Activities, General.";"No substantive changes";"No";33.0101;"Citizenship Activities, General. "
"1104";33.0102;"American Citizenship Education.";"No substantive changes";"No";33.0102;"American Citizenship Education. "
"1105";33.0103;"Community Awareness.";"No substantive changes";"No";33.0103;"Community Awareness. "
"1106";33.0104;"Community Involvement.";"No substantive changes";"No";33.0104;"Community Involvement. "
"1107";33.0105;"Canadian Citizenship Education.";"No substantive changes";"No";33.0105;"Canadian Citizenship Education. "
"1108";33.0199;"Citizenship Activities, Other.";"No substantive changes";"No";33.0199;"Citizenship Activities, Other. "
"1109";34;"HEALTH-RELATED KNOWLEDGE AND SKILLS.";"No substantive changes";"No";34;"HEALTH-RELATED KNOWLEDGE AND SKILLS. "
"1110";34.01;"Health-Related Knowledge and Skills.";"No substantive changes";"No";34.01;"Health-Related Knowledge and Skills. "
"1111";34.0102;"Birthing and Parenting Knowledge and Skills.";"No substantive changes";"No";34.0102;"Birthing and Parenting Knowledge and Skills. "
"1112";34.0103;"Personal Health Improvement and Maintenance.";"No substantive changes";"No";34.0103;"Personal Health Improvement and Maintenance. "
"1113";34.0104;"Addiction Prevention and Treatment.";"No substantive changes";"No";34.0104;"Addiction Prevention and Treatment. "
"1114";34.0199;"Health-Related Knowledge and Skills, Other.";"No substantive changes";"No";34.0199;"Health-Related Knowledge and Skills, Other. "
"1115";35;"INTERPERSONAL AND SOCIAL SKILLS.";"No substantive changes";"No";35;"INTERPERSONAL AND SOCIAL SKILLS. "
"1116";35.01;"Interpersonal and Social Skills.";"No substantive changes";"No";35.01;"Interpersonal and Social Skills. "
"1117";35.0101;"Interpersonal and Social Skills, General.";"No substantive changes";"No";35.0101;"Interpersonal and Social Skills, General. "
"1118";35.0102;"Interpersonal Relationships Skills.";"No substantive changes";"No";35.0102;"Interpersonal Relationships Skills. "
"1119";35.0103;"Business and Social Skills.";"No substantive changes";"No";35.0103;"Business and Social Skills. "
"1120";35.0199;"Interpersonal Social Skills, Other.";"No substantive changes";"No";35.0199;"Interpersonal Social Skills, Other. "
"1121";36;"LEISURE AND RECREATIONAL ACTIVITIES.";"No substantive changes";"No";36;"LEISURE AND RECREATIONAL ACTIVITIES. "
"1122";36.01;"Leisure and Recreational Activities.";"No substantive changes";"No";36.01;"Leisure and Recreational Activities. "
"1123";36.0101;"Leisure and Recreational Activities, General.";"No substantive changes";"No";36.0101;"Leisure and Recreational Activities, General. "
"1124";36.0102;"Handicrafts and Model-Making.";"No substantive changes";"No";36.0102;"Handicrafts and Model-Making. "
"1125";36.0103;"Board, Card and Role-Playing Games.";"No substantive changes";"No";36.0103;"Board, Card and Role-Playing Games. "
"1126";36.0105;"Home Maintenance and Improvement.";"No substantive changes";"No";36.0105;"Home Maintenance and Improvement. "
"1127";36.0106;"Nature Appreciation.";"No substantive changes";"No";36.0106;"Nature Appreciation. "
"1128";36.0107;"Pet Ownership and Care.";"No substantive changes";"No";36.0107;"Pet Ownership and Care. "
"1129";36.0108;"Sports and Exercise.";"No substantive changes";"No";36.0108;"Sports and Exercise. "
"1130";36.0109;"Travel and Exploration.";"No substantive changes";"No";36.0109;"Travel and Exploration. "
"1131";36.011;"Art.";"No substantive changes";"No";36.011;"Art. "
"1132";36.0111;"Collecting.";"No substantive changes";"No";36.0111;"Collecting. "
"1133";36.0112;"Cooking and Other Domestic Skills.";"No substantive changes";"No";36.0112;"Cooking and Other Domestic Skills. "
"1134";36.0113;"Computer Games and Programming Skills.";"No substantive changes";"Yes";36.0113;"Computer Games and Programming Skills. "
"1135";36.0114;"Dancing.";"No substantive changes";"No";36.0114;"Dancing. "
"1136";36.0115;"Music.";"No substantive changes";"No";36.0115;"Music. "
"1137";36.0116;"Reading.";"No substantive changes";"No";36.0116;"Reading. "
"1138";36.0117;"Theatre/Theater.";"No substantive changes";"No";36.0117;"Theatre/Theater. "
"1139";36.0118;"Writing.";"No substantive changes";"No";36.0118;"Writing. "
"1140";36.0119;"Aircraft Pilot (Private).";"No substantive changes";"No";36.0119;"Aircraft Pilot (Private). "
"1141";36.0199;"Leisure and Recreational Activities, Other.";"No substantive changes";"No";36.0199;"Leisure and Recreational Activities, Other. "
"1142";37;"PERSONAL AWARENESS AND SELF-IMPROVEMENT.";"No substantive changes";"No";37;"PERSONAL AWARENESS AND SELF-IMPROVEMENT. "
"1143";37.01;"Personal Awareness and Self-Improvement.";"No substantive changes";"No";37.01;"Personal Awareness and Self-Improvement. "
"1144";37.0101;"Self-Awareness and Personal Assessment.";"No substantive changes";"No";37.0101;"Self-Awareness and Personal Assessment. "
"1145";37.0102;"Stress Management and Coping Skills.";"No substantive changes";"No";37.0102;"Stress Management and Coping Skills. "
"1146";37.0103;"Personal Decision-Making Skills.";"No substantive changes";"No";37.0103;"Personal Decision-Making Skills. "
"1147";37.0104;"Self-Esteem and Values Clarification.";"No substantive changes";"No";37.0104;"Self-Esteem and Values Clarification. "
"1148";37.0199;"Personal Awareness and Self-Improvement, Other.";"No substantive changes";"No";37.0199;"Personal Awareness and Self-Improvement, Other. "
"1149";38;"PHILOSOPHY AND RELIGIOUS STUDIES.";"No substantive changes";"No";38;"PHILOSOPHY AND RELIGIOUS STUDIES. "
"1150";NA;"";"New";"No";38;"Philosophy and Religious Studies, General. "
"1151";NA;"";"New";"No";38.0001;"Philosophy and Religious Studies, General. "
"1152";38.01;"Philosophy.";"No substantive changes";"No";38.01;"Philosophy. "
"1153";38.0101;"Philosophy.";"No substantive changes";"No";38.0101;"Philosophy. "
"1154";38.0102;"Logic.";"No substantive changes";"No";38.0102;"Logic. "
"1155";38.0103;"Ethics.";"No substantive changes";"No";38.0103;"Ethics. "
"1156";NA;"";"New";"No";38.0104;"Applied and Professional Ethics. "
"1157";38.0199;"Philosophy, Other.";"No substantive changes";"No";38.0199;"Philosophy, Other. "
"1158";38.02;"Religion/Religious Studies.";"No substantive changes";"No";38.02;"Religion/Religious Studies. "
"1159";38.0201;"Religion/Religious Studies.";"No substantive changes";"No";38.0201;"Religion/Religious Studies. "
"1160";38.0202;"Buddhist Studies.";"No substantive changes";"No";38.0202;"Buddhist Studies. "
"1161";38.0203;"Christian Studies.";"No substantive changes";"No";38.0203;"Christian Studies. "
"1162";38.0204;"Hindu Studies.";"No substantive changes";"No";38.0204;"Hindu Studies. "
"1163";38.0205;"Islamic Studies.";"No substantive changes";"No";38.0205;"Islamic Studies. "
"1164";38.0206;"Jewish/Judaic Studies.";"No substantive changes";"No";38.0206;"Jewish/Judaic Studies. "
"1165";38.0299;"Religion/Religious Studies, Other.";"No substantive changes";"No";38.0299;"Religion/Religious Studies, Other. "
"1166";38.99;"Philosophy and Religious Studies, Other.";"No substantive changes";"No";38.99;"Philosophy and Religious Studies, Other. "
"1167";38.9999;"Philosophy and Religious Studies, Other.";"No substantive changes";"No";38.9999;"Philosophy and Religious Studies, Other. "
"1168";39;"THEOLOGY AND RELIGIOUS VOCATIONS.";"No substantive changes";"No";39;"THEOLOGY AND RELIGIOUS VOCATIONS. "
"1169";39.02;"Bible/Biblical Studies.";"No substantive changes";"No";39.02;"Bible/Biblical Studies. "
"1170";39.0201;"Bible/Biblical Studies.";"No substantive changes";"No";39.0201;"Bible/Biblical Studies. "
"1171";39.03;"Missions/Missionary Studies and Missiology.";"No substantive changes";"No";39.03;"Missions/Missionary Studies and Missiology. "
"1172";39.0301;"Missions/Missionary Studies and Missiology.";"No substantive changes";"No";39.0301;"Missions/Missionary Studies and Missiology. "
"1173";39.04;"Religious Education.";"No substantive changes";"No";39.04;"Religious Education. "
"1174";39.0401;"Religious Education.";"No substantive changes";"No";39.0401;"Religious Education. "
"1175";39.05;"Religious/Sacred Music.";"No substantive changes";"No";39.05;"Religious/Sacred Music. "
"1176";39.0501;"Religious/Sacred Music.";"No substantive changes";"No";39.0501;"Religious/Sacred Music. "
"1177";39.06;"Theological and Ministerial Studies.";"No substantive changes";"No";39.06;"Theological and Ministerial Studies. "
"1178";39.0601;"Theology/Theological Studies.";"No substantive changes";"No";39.0601;"Theology/Theological Studies. "
"1179";39.0602;"Divinity/Ministry (BD, MDiv.)";"No substantive changes";"No";39.0602;"Divinity/Ministry. "
"1180";39.0604;"Pre-Theology/Pre-Ministerial Studies.";"No substantive changes";"No";39.0604;"Pre-Theology/Pre-Ministerial Studies. "
"1181";39.0605;"Rabbinical Studies (M.H.L./Rav)";"No substantive changes";"No";39.0605;"Rabbinical Studies. "
"1182";39.0606;"Talmudic Studies.";"No substantive changes";"No";39.0606;"Talmudic Studies. "
"1183";39.0699;"Theological and Ministerial Studies, Other.";"No substantive changes";"No";39.0699;"Theological and Ministerial Studies, Other. "
"1184";39.07;"Pastoral Counseling and Specialized Ministries.";"No substantive changes";"No";39.07;"Pastoral Counseling and Specialized Ministries. "
"1185";39.0701;"Pastoral Studies/Counseling.";"No substantive changes";"No";39.0701;"Pastoral Studies/Counseling. "
"1186";39.0702;"Youth Ministry.";"No substantive changes";"No";39.0702;"Youth Ministry. "
"1187";NA;"";"New";"No";39.0703;"Urban Ministry. "
"1188";NA;"";"New";"No";39.0704;"Women's Ministry. "
"1189";NA;"";"New";"No";39.0705;"Lay Ministry. "
"1190";39.0799;"Pastoral Counseling and Specialized Ministries, Other.";"No substantive changes";"No";39.0799;"Pastoral Counseling and Specialized Ministries, Other. "
"1191";39.99;"Theology and Religious Vocations, Other.";"No substantive changes";"No";39.99;"Theology and Religious Vocations, Other. "
"1192";39.9999;"Theology and Religious Vocations, Other.";"No substantive changes";"No";39.9999;"Theology and Religious Vocations, Other. "
"1193";40;"PHYSICAL SCIENCES.";"No substantive changes";"No";40;"PHYSICAL SCIENCES. "
"1194";40.01;"Physical Sciences.";"No substantive changes";"No";40.01;"Physical Sciences. "
"1195";40.0101;"Physical Sciences.";"No substantive changes";"No";40.0101;"Physical Sciences. "
"1196";40.02;"Astronomy and Astrophysics.";"No substantive changes";"No";40.02;"Astronomy and Astrophysics. "
"1197";40.0201;"Astronomy.";"No substantive changes";"No";40.0201;"Astronomy. "
"1198";40.0202;"Astrophysics.";"No substantive changes";"No";40.0202;"Astrophysics. "
"1199";40.0203;"Planetary Astronomy and Science.";"No substantive changes";"No";40.0203;"Planetary Astronomy and Science. "
"1200";40.0299;"Astronomy and Astrophysics, Other.";"No substantive changes";"No";40.0299;"Astronomy and Astrophysics, Other. "
"1201";40.04;"Atmospheric Sciences and Meteorology.";"No substantive changes";"No";40.04;"Atmospheric Sciences and Meteorology. "
"1202";40.0401;"Atmospheric Sciences and Meteorology, General.";"No substantive changes";"No";40.0401;"Atmospheric Sciences and Meteorology, General. "
"1203";40.0402;"Atmospheric Chemistry and Climatology.";"No substantive changes";"No";40.0402;"Atmospheric Chemistry and Climatology. "
"1204";40.0403;"Atmospheric Physics and Dynamics.";"No substantive changes";"No";40.0403;"Atmospheric Physics and Dynamics. "
"1205";40.0404;"Meteorology.";"No substantive changes";"No";40.0404;"Meteorology. "
"1206";40.0499;"Atmospheric Sciences and Meteorology, Other.";"No substantive changes";"No";40.0499;"Atmospheric Sciences and Meteorology, Other. "
"1207";40.05;"Chemistry.";"No substantive changes";"No";40.05;"Chemistry. "
"1208";40.0501;"Chemistry, General.";"No substantive changes";"No";40.0501;"Chemistry, General. "
"1209";40.0502;"Analytical Chemistry.";"No substantive changes";"No";40.0502;"Analytical Chemistry. "
"1210";40.0503;"Inorganic Chemistry.";"No substantive changes";"No";40.0503;"Inorganic Chemistry. "
"1211";40.0504;"Organic Chemistry.";"No substantive changes";"Yes";40.0504;"Organic Chemistry. "
"1212";40.0506;"Physical and Theoretical Chemistry.";"No substantive changes";"Yes";40.0506;"Physical Chemistry. "
"1213";40.0507;"Polymer Chemistry.";"No substantive changes";"No";40.0507;"Polymer Chemistry. "
"1214";40.0508;"Chemical Physics.";"No substantive changes";"Yes";40.0508;"Chemical Physics. "
"1215";NA;"";"New";"No";40.0509;"Environmental Chemistry. "
"1216";NA;"";"New";"No";40.051;"Forensic Chemistry. "
"1217";NA;"";"New";"No";40.0511;"Theoretical Chemistry. "
"1218";40.0599;"Chemistry, Other.";"No substantive changes";"No";40.0599;"Chemistry, Other. "
"1219";40.06;"Geological and Earth Sciences/Geosciences.";"No substantive changes";"No";40.06;"Geological and Earth Sciences/Geosciences. "
"1220";40.0601;"Geology/Earth Science, General.";"No substantive changes";"No";40.0601;"Geology/Earth Science, General. "
"1221";40.0602;"Geochemistry.";"No substantive changes";"No";40.0602;"Geochemistry. "
"1222";40.0603;"Geophysics and Seismology.";"No substantive changes";"No";40.0603;"Geophysics and Seismology. "
"1223";40.0604;"Paleontology.";"No substantive changes";"No";40.0604;"Paleontology. "
"1224";40.0605;"Hydrology and Water Resources Science.";"No substantive changes";"No";40.0605;"Hydrology and Water Resources Science. "
"1225";40.0606;"Geochemistry and Petrology.";"No substantive changes";"No";40.0606;"Geochemistry and Petrology. "
"1226";40.0607;"Oceanography, Chemical and Physical.";"No substantive changes";"No";40.0607;"Oceanography, Chemical and Physical. "
"1227";40.0699;"Geological and Earth Sciences/Geosciences, Other.";"No substantive changes";"No";40.0699;"Geological and Earth Sciences/Geosciences, Other. "
"1228";40.08;"Physics.";"No substantive changes";"No";40.08;"Physics. "
"1229";40.0801;"Physics, General.";"No substantive changes";"No";40.0801;"Physics, General. "
"1230";40.0802;"Atomic/Molecular Physics.";"No substantive changes";"Yes";40.0802;"Atomic/Molecular Physics. "
"1231";40.0804;"Elementary Particle Physics.";"No substantive changes";"No";40.0804;"Elementary Particle Physics. "
"1232";40.0805;"Plasma and High-Temperature Physics.";"No substantive changes";"No";40.0805;"Plasma and High-Temperature Physics. "
"1233";40.0806;"Nuclear Physics.";"No substantive changes";"Yes";40.0806;"Nuclear Physics. "
"1234";40.0807;"Optics/Optical Sciences.";"No substantive changes";"No";40.0807;"Optics/Optical Sciences. "
