"CIPFamily";"CIPCode";"Action";"TextChange";"CIPTitle";"CIPDefinition";"CrossReferences";"Examples"
"1232";40;40.0605;"No substantive changes";"no";"Hydrology and Water Resources Science.";"A program that focuses on the scientific study of the occurrence, circulation, distribution, chemical and physical properties, and environmental interaction of surface and subsurface waters, including groundwater.  Includes instruction in geophysics, thermodynamics, fluid mechanics, chemical physics, geomorphology, mathematical modeling, hydrologic analysis, continental water processes, global water balance, and environmental science.";"03.0205 - Water, Wetlands, and Marine Resources Management., 14.0805 - Water Resources Engineering.";"Examples: - Hydrogeology "
"1233";40;40.0606;"No substantive changes";"no";"Geochemistry and Petrology.";"A program that focuses on the scientific study of the igneous, metamorphic, and hydrothermal processes within the earth and the mineral, fluid, rock, and ore deposits resulting from them.  Includes instruction in mineralogy, crystallography, petrology, volcanology, economic geology, meteoritics, geochemical reactions, deposition, compound transformation, core studies, theoretical geochemistry, computer applications, and laboratory studies.";"";"Examples: - Hydrogeology "
"1234";40;40.0607;"No substantive changes";"no";"Oceanography, Chemical and Physical.";"A program that focuses on the scientific study of the chemical components, mechanisms, structure, and movement of ocean waters and their interaction with terrestrial and atmospheric phenomena.  Includes instruction in material inputs and outputs, chemical and biochemical transformations in marine systems, equilibria studies, inorganic and organic ocean chemistry, oceanographic processes, sediment transport, zone processes, circulation, mixing, tidal movements, wave properties, and seawater properties.";"26.1302 - Marine Biology and Biological Oceanography.";"Examples: - Hydrogeology "
"1235";40;40.0699;"No substantive changes";"no";"Geological and Earth Sciences/Geosciences, Other.";"Any instructional program in geological and related sciences not listed above.";"";"Examples: - Geodetics, - Geodesy "
"1236";40;40.08;"No substantive changes";"no";"Physics.";"Instructional content for this group of programs is defined in codes 40.0801 - 40.0899.";"";"Examples: - Geodetics, - Geodesy "
"1237";40;40.0801;"No substantive changes";"no";"Physics, General.";"A general program that focuses on the scientific study of matter and energy, and the formulation and testing of the laws governing the behavior of the matter-energy continuum.  Includes instruction in classical and modern physics, electricity and magnetism, thermodynamics, mechanics, wave properties, nuclear processes, relativity and quantum theory, quantitative methods, and laboratory methods.";"14.1201 - Engineering Physics/Applied Physics.";"Examples: - Geodetics, - Geodesy "
"1238";40;40.0802;"No substantive changes";"yes";"Atomic/Molecular Physics.";"A program that focuses on the scientific study of the behavior of matter-energy phenomena at the level of atoms and molecules. Includes instruction in chemical physics, atomic forces and structure, molecular orbital theory, magnetic resonance, molecular bonding, phase equilibria, quantum theory of solids, and applications to the study of specific elements and higher compounds.";"";"Examples: - Geodetics, - Geodesy "
"1239";40;40.0804;"No substantive changes";"no";"Elementary Particle Physics.";"A program that focuses on the scientific study of the basic constituents of sub-atomic matter and energy, and the forces governing fundamental processes.  Includes instruction in quantum theory, field theory, single-particle systems, perturbation and scattering theory, matter-radiation interaction, symmetry, quarks, capture, Schroedinger mechanics, methods for detecting particle emission and absorption, and research equipment operation and maintenance.";"";"Examples: - Geodetics, - Geodesy "
"1240";40;40.0805;"No substantive changes";"no";"Plasma and High-Temperature Physics.";"A program that focuses on the scientific study of properties and behavior of matter at high temperatures, such that molecular and atomic structures are in a disassociated ionic or electronic state.  Includes instruction in magnetohydrodynamics, free electron phenomena, fusion theory, electromagnetic fields and dynamics, plasma and non-linear wave theory, instability theory, plasma shock phenomena, quantitative modeling, and research equipment operation and maintenance.";"";"Examples: - Geodetics, - Geodesy "
"1241";40;40.0806;"No substantive changes";"yes";"Nuclear Physics.";"A program that focuses on the scientific study of the properties and behavior of atomic nuclei.  Includes instruction in nuclear reaction theory, quantum mechanics, energy conservation, nuclear fission and fusion, strong and weak forces, nuclear modeling, nuclear decay, nucleon scattering, pairing, photon and electron reactions, the physics of nuclear effects, statistical methods, and research equipment operation and maintenance.";"14.2301 - Nuclear Engineering.";"Examples: - Nuclear Effects "
"1242";40;40.0807;"No substantive changes";"no";"Optics/Optical Sciences.";"A program that focuses on the scientific study of light energy, including its structure, properties and behavior under different conditions.  Includes instruction in wave theory, wave mechanics, electromagnetic theory, physical optics, geometric optics, quantum theory of light, photon detecting, laser theory, wall and beam properties, chaotic light, non-linear optics, harmonic generation, optical systems theory, and applications to engineering problems.";"14.1003 - Laser and Optical Engineering.";"Examples: - Electro-Optics, - Atmospheric and Space Optics "
"1243";40;40.0808;"No substantive changes";"yes";"Condensed Matter and Materials Physics.";"A program that focuses on the scientific study of macroscopic physical phenomena and properties that arise from basic microscopic interactions.  Includes instruction in low-temperature and solid-state physics, x-ray physics, liquids and soft materials, including the study of semiconductors, metals, superliquids, magnets, superconductors, glasses, gels, polymers, colloids, neural networks, and macromolecules.";"";"Examples: - Electro-Optics, - Atmospheric and Space Optics "
"1244";40;40.0809;"No substantive changes";"no";"Acoustics.";"A program that focuses on the scientific study of sound, and the properties and behavior of acoustic wave phenomena under different conditions.  Includes instruction in wave theory, the acoustic wave equation, energy transformation, vibration phenomena, sound reflection and transmission, scattering and surface wave phenomena, singularity expansion theory, ducting, and applications to specific research problems such as underwater acoustics, crystallography, and health diagnostics.";"";"Examples: - Electro-Optics, - Atmospheric and Space Optics "
"1245";40;40.081;"No substantive changes";"no";"Theoretical and Mathematical Physics.";"A program that focuses on the scientific and mathematical formulation and evaluation of the physical laws governing, and models describing, matter-energy phenomena, and the analysis of related experimental designs and results.  Includes instruction in classical and quantum theory, relativity theory, field theory, mathematics of infinite series, vector and coordinate analysis, wave and particle theory, advanced applied calculus and geometry, analyses of continuum, cosmology, and statistical theory and analysis.";"";"Examples: - Electro-Optics, - Atmospheric and Space Optics "
"1246";40;40.0899;"No substantive changes";"no";"Physics, Other.";"Any instructional program in physics not listed above.";"";"Examples: - Electrodynamics "
"1247";40;40.1;"Moved to";"no";"Materials Sciences.";"Instructional content for this group of programs is defined in codes 40.1001 - 40.1099.";"";"Examples: - Electrodynamics "
"1248";40;40.1001;"Moved to";"no";"Materials Science.";"A program that focuses on the general application of mathematical and scientific principles to the analysis and evaluation of the characteristics and behavior of solids, including internal structure, chemical properties, transport and energy flow properties, thermodynamics of solids, stress and failure factors, chemical transformation states and processes, compound materials, and research on industrial applications of specific materials.";"14.1801 - Materials Engineering., 40.1002 - Materials Chemistry.";"Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology "
"1249";40;40.1002;"New";"no";"Materials Chemistry.";"A program that focuses on the synthesis and study of organic or inorganic materials and their electronic, magnetic, optical or mechanical properties. Includes instruction in advanced materials for photonics, lasers, chemical sensors and arrays or nanochemistry; semiconductor nanowires; and molecular electronics.";"14.1801 - Materials Engineering., 40.1001 - Materials Science.";"Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology "
"1250";40;40.1099;"New";"no";"Materials Sciences, Other.";"Any instructional program in materials sciences not listed above.";"";"Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology "
"1251";40;40.99;"No substantive changes";"no";"Physical Sciences, Other.";"Instructional content is defined in code 40.9999.";"";"Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology "
"1252";40;40.9999;"No substantive changes";"no";"Physical Sciences, Other.";"Any instructional program in physical sciences not listed above.";"";"Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology "
"1253";41;41;"No substantive changes";"no";"SCIENCE TECHNOLOGIES/TECHNICIANS.";"Instructional programs that prepare individuals to apply scientific principles and technical skills in support of scientific research and development.";"";"Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology "
"1254";41;41;"New";"no";"Science Technologies/Technicians, General.";"Instructional content is defined in code 41.0000.";"";"Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology "
"1255";41;41;"New";"no";"Science Technologies/Technicians, General.";"A general program that prepares individuals to apply scientific principles and technical skills in support of scientific research and development. Includes instruction in standard laboratory practices and procedures; techniques for analysis, testing and inspection; laboratory instrumentation and equipment operation and maintenance; laboratory and materials handling safety; and computer applications.";"";"Examples: - Science Laboratory Technology "
"1256";41;41.01;"No substantive changes";"no";"Biology Technician/Biotechnology Laboratory Technician.";"Instructional content is defined in code 41.0101.";"";"Examples: - Science Laboratory Technology "
"1257";41;41.0101;"No substantive changes";"no";"Biology Technician/Biotechnology Laboratory Technician.";"A program that prepares individuals to apply scientific principles and technical skills in support of biologists and biotechnologists in research, industrial, and government settings.  Includes instruction in fermentation technology, cell culturing, protein purification, biologic synthesis, assaying and testing, quality control, industrial microbiology, bioprocessing, chromatography and bioseparation, genetic technology, laboratory and hazardous materials safety, and computer applications.";"51.1004 - Clinical/Medical Laboratory Technician.";"Examples: - Science Laboratory Technology "
"1258";41;41.02;"No substantive changes";"no";"Nuclear and Industrial Radiologic Technologies/Technicians.";"Instructional content for this group of programs is defined in codes 41.0204 - 41.0299.";"";"Examples: - Science Laboratory Technology "
"1259";41;41.0204;"No substantive changes";"no";"Industrial Radiologic Technology/Technician.";"A program that prepares individuals to apply scientific principles and technical skills to the operation of industrial and research testing equipment using radioisotopes.  Includes instruction in x-ray analysis of materials, nondestructive testing and inspection of materials, and continuous measurement of paper or metal thickness.";"";"Examples: - Science Laboratory Technology "
"1260";41;41.0205;"No substantive changes";"no";"Nuclear/Nuclear Power Technology/Technician.";"A program that prepares individuals to apply scientific principles and technical skills in support of research scientists and operating engineers engaged in the running of nuclear reactors, and in nuclear materials processing and disposal.  Includes instruction in basic nuclear physics and nuclear engineering, monitoring and safety procedures, radioactive materials handling and disposal, equipment maintenance and operation, and record keeping.";"";"Examples: - Science Laboratory Technology "
"1261";41;41.0299;"No substantive changes";"no";"Nuclear and Industrial Radiologic Technologies/Technicians, Other.";"Any instructional program in nuclear and industrial radiologic technologies not listed above.";"";"Examples: - Science Laboratory Technology "
"1262";41;41.03;"No substantive changes";"no";"Physical Science Technologies/Technicians.";"Instructional content for this group of programs is defined in codes 41.0301 - 41.0399.";"";"Examples: - Science Laboratory Technology "
"1263";41;41.0301;"No substantive changes";"no";"Chemical Technology/Technician.";"A program that prepares individuals to apply scientific principles and technical skills in support of chemical and biochemical research and industrial operations.  Includes instruction in principles of chemistry and biochemistry, technical mathematics, computer applications, radiochemistry, industrial biochemistry, chemical instrumentation, physical chemistry, laboratory research methods, industrial processing methods and equipment, and test equipment operation and maintenance.";"";"Examples: - Science Laboratory Technology "
"1264";41;41.0303;"New";"no";"Chemical Process Technology.";"A program that prepares individuals to apply scientific principles and technical skills to the operation of chemical processing equipment in industries such as chemical manufacturing, petroleum refining, pharmaceutical manufacturing, and waste water treatment. Includes instruction in mathematics, chemistry, and physics; computer applications; chemical and refinery plant operations, processes, and equipment; safety, health, and environment; instrumentation; troubleshooting; and applications to specific industries.";"";"Examples: - Process Technology "
"1265";41;41.0399;"No substantive changes";"no";"Physical Science Technologies/Technicians, Other.";"Any instructional program in physical science technologies not listed above.";"";"Examples: - Process Technology "
"1266";41;41.99;"No substantive changes";"no";"Science Technologies/Technicians, Other.";"Instructional content is defined in code 41.9999.";"";"Examples: - Process Technology "
"1267";41;41.9999;"No substantive changes";"no";"Science Technologies/Technicians, Other.";"Any instructional program in science technologies not listed above.";"";"Examples: - Process Technology "
"1268";42;42;"No substantive changes";"no";"PSYCHOLOGY.";"Instructional programs that focus on the scientific study of the behavior of individuals, independently or collectively, and the physical and environmental bases of mental, emotional, and neurological activity.";"";"Examples: - Process Technology "
"1269";42;42.01;"No substantive changes";"no";"Psychology, General.";"Instructional content is defined in code 42.0101.";"";"Examples: - Process Technology "
"1270";42;42.0101;"No substantive changes";"no";"Psychology, General.";"A general program that focuses on the scientific study of individual and collective behavior, the physical and environmental bases of behavior, and the analysis and treatment of behavior problems and disorders.  Includes instruction in the principles of the various subfields of psychology, research methods, and psychological assessment and testing methods.";"30.1701 - Behavioral Sciences.";"Examples: - Process Technology "
"1271";42;42.02;"Deleted";"no";"Clinical Psychology.";"Deleted";"";"Examples: - Process Technology "
"1272";42;42.0201;"Moved from";"no";"Clinical Psychology.";"Moved from 42.0201 to 42.2801";"";"Examples: - Process Technology "
"1273";42;42.03;"Deleted";"no";"Cognitive Psychology and Psycholinguistics.";"Deleted";"";"Examples: - Process Technology "
"1274";42;42.0301;"Moved from";"no";"Cognitive Psychology and Psycholinguistics.";"Moved from 42.0301 to 42.2701";"";"Examples: - Process Technology "
"1275";42;42.04;"Deleted";"no";"Community Psychology.";"Deleted";"";"Examples: - Process Technology "
"1276";42;42.0401;"Moved from";"no";"Community Psychology.";"Moved from 42.0401 to 42.2802";"";"Examples: - Process Technology "
"1277";42;42.05;"Deleted";"no";"Comparative Psychology.";"Deleted";"";"Examples: - Process Technology "
"1278";42;42.0501;"Moved from";"no";"Comparative Psychology.";"Moved from 42.0501 to 42.2702";"";"Examples: - Process Technology "
"1279";42;42.06;"Deleted";"no";"Counseling Psychology.";"Deleted";"";"Examples: - Process Technology "
"1280";42;42.0601;"Moved from";"no";"Counseling Psychology.";"Moved from 42.0601 to 42.2803";"";"Examples: - Process Technology "
"1281";42;42.07;"Deleted";"no";"Developmental and Child Psychology.";"Deleted";"";"Examples: - Process Technology "
"1282";42;42.0701;"Moved from";"no";"Developmental and Child Psychology.";"Moved from 42.0701 to 42.2703";"";"Examples: - Process Technology "
"1283";42;42.08;"Deleted";"no";"Experimental Psychology.";"Deleted";"";"Examples: - Process Technology "
"1284";42;42.0801;"Moved from";"no";"Experimental Psychology.";"Moved from 42.0801 to 42.2704";"";"Examples: - Process Technology "
"1285";42;42.09;"Deleted";"no";"Industrial and Organizational Psychology.";"Deleted";"";"Examples: - Process Technology "
"1286";42;42.0901;"Moved from";"no";"Industrial and Organizational Psychology.";"Moved from 42.0901 to 42.2804";"";"Examples: - Process Technology "
"1287";42;42.1;"Deleted";"no";"Personality Psychology.";"Deleted";"";"Examples: - Process Technology "
"1288";42;42.1001;"Moved from";"no";"Personality Psychology.";"Moved from 42.1001 to 42.2705";"";"Examples: - Process Technology "
"1289";42;42.11;"Deleted";"no";"Physiological Psychology/Psychobiology.";"Deleted";"";"Examples: - Process Technology "
"1290";42;42.1101;"Moved from";"no";"Physiological Psychology/Psychobiology.";"Moved from 42.1101 to 42.2706";"";"Examples: - Process Technology "
"1291";42;42.16;"Deleted";"no";"Social Psychology.";"Deleted";"";"Examples: - Process Technology "
"1292";42;42.1601;"Moved from";"no";"Social Psychology.";"Moved from 42.1601 to 42.2707";"";"Examples: - Process Technology "
"1293";42;42.17;"Deleted";"no";"School Psychology.";"Deleted";"";"Examples: - Process Technology "
"1294";42;42.1701;"Moved from";"no";"School Psychology.";"Moved from 42.1701 to 42.2805";"";"Examples: - Process Technology "
"1295";42;42.18;"Deleted";"no";"Educational Psychology.";"Deleted";"";"Examples: - Process Technology "
"1296";42;42.1801;"Moved from";"no";"Educational Psychology.";"Moved from 42.1801 to 42.2806";"";"Examples: - Process Technology "
"1297";42;42.19;"Deleted";"no";"Psychometrics and Quantitative Psychology.";"Deleted";"";"Examples: - Process Technology "
"1298";42;42.1901;"Moved from";"no";"Psychometrics and Quantitative Psychology.";"Moved from 42.1901 to 42.2708";"";"Examples: - Process Technology "
"1299";42;42.2;"Deleted";"no";"Clinical Child Psychology.";"Deleted";"";"Examples: - Process Technology "
"1300";42;42.2001;"Moved from";"no";"Clinical Child Psychology.";"Moved from 42.2001 to 42.2807";"";"Examples: - Process Technology "
"1301";42;42.21;"Deleted";"no";"Environmental Psychology.";"Deleted";"";"Examples: - Process Technology "
"1302";42;42.2101;"Moved from";"no";"Environmental Psychology.";"Moved from 42.2101 to 42.2808";"";"Examples: - Process Technology "
"1303";42;42.22;"Deleted";"no";"Geropsychology.";"Deleted";"";"Examples: - Process Technology "
"1304";42;42.2201;"Moved from";"no";"Geropsychology.";"Moved from 42.2201 to 42.2809";"";"Examples: - Process Technology "
"1305";42;42.23;"Deleted";"no";"Health Psychology.";"Deleted";"";"Examples: - Process Technology "
"1306";42;42.2301;"Moved from";"no";"Health/Medical Psychology.";"Moved from 42.2301 to 42.2810";"";"Examples: - Process Technology "
"1307";42;42.24;"Deleted";"no";"Psychopharmacology.";"Deleted";"";"Examples: - Process Technology "
"1308";42;42.2401;"Moved from";"no";"Psychopharmacology.";"Moved from 42.2401 to 42.2709";"";"Examples: - Process Technology "
"1309";42;42.25;"Deleted";"no";"Family Psychology.";"Deleted";"";"Examples: - Process Technology "
"1310";42;42.2501;"Moved from";"no";"Family Psychology.";"Moved from 42.2501 to 42.2811";"";"Examples: - Process Technology "
"1311";42;42.26;"Deleted";"no";"Forensic Psychology.";"Deleted";"";"Examples: - Process Technology "
"1312";42;42.2601;"Moved from";"no";"Forensic Psychology.";"Moved from 42.2601 to 42.2812";"";"Examples: - Process Technology "
"1313";42;42.27;"New";"no";"Research and Experimental Psychology.";"Instructional content for this group of programs is defined in codes 42.2701 - 42.2799.";"";"Examples: - Process Technology "
"1314";42;42.2701;"Moved to";"no";"Cognitive Psychology and Psycholinguistics.";"A program that focuses on the scientific study of the mechanisms and processes of learning and thinking, and associated information encoding, decoding, processing and transmitting systems.  Includes instruction in theories of cognition and intelligence; studies of cognitive processes such as memory, sensation, perception, pattern recognition, problem solving, and conceptual thinking; cybernetics; psycholinguistics; and the study of biological and social communications mechanisms and processes.";"";"Examples: - Process Technology "
"1315";42;42.2702;"Moved to";"no";"Comparative Psychology.";"A program that focuses on the behavior of members of particular species or groups and the relationship of the behaviors of the species or group to their evolutionary origins.  Includes instruction in differential psychology, experimental and physiological psychology, psychopharmacology, psychology of individual differences, reinforcement theory, and neurophysiology.";"";"Examples: - Process Technology "
"1316";42;42.2703;"Moved to";"no";"Developmental and Child Psychology.";"A program that focuses on the scientific study of the psychological growth and development of individuals from infancy through adulthood.  Includes instruction in cognitive and perceptual development, emotional development, personality development, the effects of biological maturation on behavior, theories of cognitive growth and related research methods, testing and assessment methods for different age levels, research on child and adolescent behavior therapy, and the psychology of aging.";"";"Examples: - Process Technology "
"1317";42;42.2704;"Moved to";"no";"Experimental Psychology.";"A program that focuses on the scientific study of behavior under experimental conditions and the analysis of controlled behavioral responses.  Includes instruction in learning theory, research design and experimental methods, psychological measurement, statistical design and methods, analysis of cognitive and behavioral variables, and the conduct of specialized and large-scale studies.";"";"Examples: - Process Technology "
"1318";42;42.2705;"Moved to";"no";"Personality Psychology.";"A program that focuses on the unique organization of fairly permanent characteristics that set the individual apart from other individuals and, at the same time, determine how others respond to that individual.   Includes instruction in Freudian, Skinnerian, Rogerian, and Ellisonian psychology; neo-Freudian psychology; psychological systems, neurophysiology, and psychopharmacology.";"";"Examples: - Process Technology "
"1319";42;42.2706;"Moved to";"no";"Physiological Psychology/Psychobiology.";"A program that focuses on the scientific course study of the biological bases of psychological functioning, and their application to experimental and therapeutic research problems.  Includes instruction in functional neuroanatomy, neural system development, biochemical neural regulatory mechanisms, neurological biophysics, memory storage and retrieval, physiology of cognition and perception, physiological bases of psychopathology and behavioral disorders, psychopharmacology, comparative psychobiology, and specialized experimental design and research methods.";"30.1001 - Biopsychology.";"Examples: - Process Technology "
"1320";42;42.2707;"Moved to";"no";"Social Psychology.";"A program that focuses on the scientific study of individual behavior in group contexts, group behavior, and associated phenomena.  Includes instruction in social learning theory, group theory and dynamics, sex roles, social cognition and inference, attribution theory, attitude formation, criminal behavior and other social pathologies, altruistic behavior, social development, and social ecology.";"";"Examples: - Process Technology "
"1321";42;42.2708;"Moved to";"no";"Psychometrics and Quantitative Psychology.";"A program that focuses on the mathematical and statistical procedures used in psychological test construction and validation; the general problems of the measurement of behavior; and the application of quantitative methods to research design and other methodological topics.";"";"Examples: - Process Technology "
"1322";42;42.2709;"Moved to";"no";"Psychopharmacology.";"A program that focuses on the study of the behavioral effects of medications, drugs, nutrients, and chemicals (including natural and artificial toxins) in laboratory and clinical settings.  Includes instruction in pharmacology, behavioral toxicology and pharmacology, neuroscience, physiology, clinical psychopharmacology, substance abuse treatments and antidotes, neurochemical mechanisms, epidemiology of chemicals and substances, biochemical interactions, and psychoactive drugs.";"";"Examples: - Process Technology "
"1323";42;42.2799;"New";"no";"Research and Experimental Psychology, Other.";"Any instructional program in research and experimental psychology not listed above.";"";"Examples: - Process Technology "
"1324";42;42.28;"New";"no";"Clinical, Counseling and Applied Psychology.";"Instructional content for this group of programs is defined in codes 42.2801 - 42.2899.";"";"Examples: - Process Technology "
"1325";42;42.2801;"Moved to";"no";"Clinical Psychology.";"A program that prepares individuals for the independent professional practice of clinical psychology, involving the analysis, diagnosis, and clinical treatment of psychological disorders and behavioral pathologies.  Includes instruction in clinical assessment and diagnosis, personality appraisal, psychopathology, clinical psychopharmacology, behavior modification, therapeutic intervention skills, patient interviewing, personalized and group therapy, child and adolescent therapy, cognitive and behavioral therapy, supervised clinical practice, ethical standards, and applicable regulations.";"";"Examples: - Process Technology "
"1326";42;42.2802;"Moved to";"no";"Community Psychology.";"A program that prepares individuals to apply psychological principles to the analysis of social problems, and the implementation of intervention strategies for addressing these problems.  Includes instruction in social ecology, primary and secondary prevention of social pathologies, social intervention strategies and tactics, large group counseling, social services systems behavior, creating settings, cultural stress, and the dynamics of social change.";"";"Examples: - Process Technology "
"1327";42;42.2803;"Moved to";"no";"Counseling Psychology.";"A program that prepares individuals for the independent professional practice of psychological counseling, involving the rendering of therapeutic services to individuals and groups experiencing psychological problems and exhibiting distress symptoms.  Includes instruction in counseling theory, therapeutic intervention strategies, patient/counselor relationships, testing and assessment methods and procedures, group therapy, marital and family therapy, child and adolescent therapy, supervised counseling practice, ethical standards, and applicable regulations.";"51.1508 - Mental Health Counseling/Counselor.";"Examples: - Process Technology "
"1328";42;42.2804;"Moved to";"no";"Industrial and Organizational Psychology.";"A program that focuses on the scientific study of individual and group behavior in institutional settings, applications to related problems of organization and industry, and that may prepare individuals to apply such principles in industrial and organizational settings.  Includes instruction in group behavior theory, organizational theory, reward/punishment structures, human-machine and human-computer interactions, motivation dynamics, human stress studies, environmental and organizational influences on behavior, alienation and satisfaction, and job testing and assessment.";"52.1003 - Organizational Behavior Studies.";"Examples: - Process Technology "
"1329";42;42.2805;"Moved to";"no";"School Psychology.";"A  program that prepares individuals to apply clinical and counseling psychology principles to the diagnosis and treatment of student behavioral problems.  Includes instruction in child and/or adolescent development; learning theory; testing, observation and other procedures for assessing educational, personality, intelligence and motor skill development; therapeutic intervention strategies for students and families; identification and classification of disabilities and disorders affecting learning; school psychological services planning; supervised counseling practice; ethical standards; and applicable regulations.";"13.1101 - Counselor Education/School Counseling and Guidance Services.";"Examples: - Process Technology "
"1330";42;42.2806;"Moved to";"no";"Educational Psychology.";"A program that focuses on the application of psychology to the study of the behavior of individuals in the roles of teacher and learner, the nature and effects of learning environments, and the psychological effects of methods, resources, organization and non-school experience on the educational process.  Includes instruction in learning theory, human growth and development, research methods, and psychological evaluation.";"";"Examples: - Process Technology "
"1331";42;42.2807;"Moved to";"no";"Clinical Child Psychology.";"A program that focuses on the developmental processes of children and associated disorders and that prepares individuals for the independent professional practice of clinical child psychology.  Includes instruction in developmental neuropsychology, child psychopathology, testing of children and adolescents, pediatric psychology, psychosocial variables in child development, clinical skills, family therapy, behavioral assessment and intervention, clinical skills, consultation, professional standards and ethics, and applications to topics such as infancy, childhood, and adolescence.";"";"Examples: - Process Technology "
"1332";42;42.2808;"Moved to";"no";"Environmental Psychology.";"A program that focuses on the study of behavioral interactions between human beings and the environment in individual and group contexts, and ways to improve them.  Includes instruction in contextual theory; statistics; physiological, social, and psychological responses to natural and technological hazards and disease; environmental perception and cognition; loneliness and stress; and psychological aspects of environmental design and planning.";"";"Examples: - Process Technology "
"1333";42;42.2809;"Moved to";"no";"Geropsychology.";"A program that focuses on the psychology of aging and of elderly individuals and populations, with reference to growth and decline across the life span.  Includes instruction in gerontology, developmental and adult psychology, age-related development and decline of cognitive processes, age-related psychological and neurological disorders, social and personality development in aging populations and individuals, and applications to the clinical treatment and care of older adults.";"19.0702 - Adult Development and Aging., 30.1101 - Gerontology.";"Examples: - Process Technology "
"1334";42;42.281;"Moved to";"no";"Health/Medical Psychology.";"A program that focuses on the psychological study of health and illness, and recovery,  from the perspective that these phenomena arise from a combination of physical, behavioral, and social conditions.  Includes instruction in abnormal and social psychology, psychophysiology, psychopharmacology, learning processes, clinical and behavioral therapies, biopsychosocial modeling, clinical procedures and assessment, preventive education, psychotherapy, rehabilitation processes, and research methods.";"";"Examples: - Process Technology "
"1335";42;42.2811;"Moved to";"no";"Family Psychology.";"A program that prepares individuals to provide therapeutic, evaluative, and research services to families and individuals in the family unit context.  Includes instruction in natural and family systems theory, family and group rituals, family evaluation and assessment, marital and couples therapy, sex therapy, parenting, interviewing techniques, genogram construction, family sculpting, diversity issues, family violence, family law, and professional standards and ethics.";"19.0704 - Family Systems., 51.1505 - Marriage and Family Therapy/Counseling.";"Examples: - Process Technology "
"1336";42;42.2812;"Moved to";"no";"Forensic Psychology.";"A program that prepares individuals to apply clinical, counseling, school, and neuropsychology skills to the provision of psychological services within the criminal justice and civil legal systems, including consultation, assessment, and interventions.  Includes instruction in the epidemiology of mental/behavioral disorders, risk factors for violence and criminality, profiling and patterning, psychological testing, prediction and intervention measurement, forensic assessment, criminal and civil law and procedures, secure environments, forensic treatment and intervention skills, and professional standards and ethics.";"";"Examples: - Process Technology "
"1337";42;42.2813;"New";"no";"Applied Psychology.";"A program that focuses on the application of psychological theories and methods to real-world settings and problems, such as business and industry, government, education, military, and community settings. Includes instruction in applications of psychology, industrial/organizational psychology, developmental psychology, social psychology, cognitive psychology, counseling, human factors, research methods and statistics, and program evaluation.";"";"Examples: - Process Technology "
"1338";42;42.2814;"New";"no";"Applied Behavior Analysis.";"A program that focuses on the application of principles of learning and behavior to enhance the development, abilities, and choices of children and adults; and that prepares individuals to address the behavioral needs of individuals, especially those with developmental disabilities and autism. Includes instruction in behavior analysis and learning, behavioral and functional assessment, developmental psychology, applied behavioral analysis in developmental disabilities and autism, applied behavioral analysis in mental health and aging, research methods, evaluation of interventions, and professional and ethical issues.";"";"Examples: - Process Technology "
"1339";42;42.2899;"New";"no";"Clinical, Counseling and Applied Psychology, Other.";"Any instructional program in clinical, counseling and applied psychology not listed above.";"";"Examples: - Process Technology "
"1340";42;42.99;"No substantive changes";"no";"Psychology, Other.";"Instructional content is defined in code 42.9999.";"";"Examples: - Process Technology "
"1341";42;42.9999;"No substantive changes";"no";"Psychology, Other.";"Any instructional program in psychology not listed above.";"";"Examples: - Neuropsychology "
"1342";43;43;"No substantive changes";"yes";"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.";"Instructional programs that focus on the principles and procedures for providing homeland security, police, fire, and other safety services and managing penal institutions. Note: this series is titled Security and Protective Services\ in the Canadian CIP.\";"";"Examples: - Neuropsychology "
"1343";43;43.01;"No substantive changes";"no";"Criminal Justice and Corrections.";"Instructional content for this group of programs is defined in codes 43.0102 - 43.0199.";"";"Examples: - Neuropsychology "
"1344";43;43.0102;"No substantive changes";"no";"Corrections.";"A program that prepares individuals to study the theories and principles, of correctional science and to function as professional corrections officers and other workers in public and/or private incarceration facilities.";"";"Examples: - Neuropsychology "
"1345";43;43.0103;"No substantive changes";"yes";"Criminal Justice/Law Enforcement Administration.";"A program that prepares individuals to apply theories and practices of organization management and criminal justice to the administration of public law enforcement agencies and operations.  Includes instruction in law enforcement history and theory, operational command leadership, administration of public police organizations, labor relations, incident response strategies, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership.";"";"Examples: - Neuropsychology "
